Kanji	Hanzi	Syllabe	Label	DansDict	Fichier
局	局	kyoku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0433.T1.jp.snt
確	确	tashi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
膝	膝	tashi	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
痛	痛	ita	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
多	多	oo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
確	确	tashi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
人	人	nin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
本	本	hon	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
当	当	tou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
細	细	ko	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
太	太	futo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
人	人	nin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
本	本	hon	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
当	当	tou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3732.T2.jp.snt
休	休	kyuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2360.T1.jp.snt
学	学	gaku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2360.T1.jp.snt
日	日	ni	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1581.T1.jp.snt
本	本	pon	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1581.T1.jp.snt
日	日	ni	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1581.T1.jp.snt
本	本	pon	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1581.T1.jp.snt
最	最	sai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2511.T2.jp.snt
近	近	kin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2511.T2.jp.snt
系	系	kei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2511.T2.jp.snt
漫	漫	kei	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2511.T2.jp.snt
画	画	man	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2511.T2.jp.snt
受	受	ju	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2532.T2.jp.snt
験	验	ken	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2532.T2.jp.snt
時	时	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2532.T2.jp.snt
期	期	ki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2532.T2.jp.snt
何	何	nani	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2532.T2.jp.snt
弾	弹	nani	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2640.T2.jp.snt
家	家	ka	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1586.T1.jp.snt
具	具	gu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1586.T1.jp.snt
家	家	ka	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1586.T1.jp.snt
具	具	gu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1586.T1.jp.snt
全	全	zen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1586.T1.jp.snt
部	部	bu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1586.T1.jp.snt
揃	揃	bu	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1586.T1.jp.snt
二	二	ni	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1615.T2.jp.snt
十	十	juu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1615.T2.jp.snt
練	练	ren	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1710.T2.jp.snt
習	习	shuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1710.T2.jp.snt
見	见	mi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0783.T2.jp.snt
普	普	mi	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1151.T1.jp.snt
通	通	fu	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1151.T1.jp.snt
感	感	kan	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1151.T1.jp.snt
明	明	mei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0653.T1.jp.snt
君	君	kun	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0653.T1.jp.snt
父	父	tou	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0653.T1.jp.snt
家	家	ie	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2436.T2.jp.snt
近	近	chika	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2436.T2.jp.snt
怠	怠	chika	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1841.T1.jp.snt
者	者	ma	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1841.T1.jp.snt
動	动	ugo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1841.T1.jp.snt
遅	迟	ugo	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1841.T1.jp.snt
彼	彼	ugo	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2198.T1.jp.snt
女	女	ka	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2198.T1.jp.snt
君	君	kun	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2198.T1.jp.snt
言	言	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_4096.T1.jp.snt
結	结	ke	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
構	构	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
組	组	kun	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
大	大	dai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
学	学	gaku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
行	行	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
出	出	de	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
大	大	dai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
学	学	gaku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
生	生	sei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
随	随	sei	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
分	分	zu	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
国	国	kuni	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
違	违	kuni	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3324.T1.jp.snt
試	试	shi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2889.T1.jp.snt
着	着	chaku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2889.T1.jp.snt
一	一	tsu	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3097.T2.jp.snt
日	日	i	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3097.T2.jp.snt
九	九	ku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3097.T2.jp.snt
時	时	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3097.T2.jp.snt
始	始	haji	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3097.T2.jp.snt
十	十	juu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3097.T2.jp.snt
一	一	ichi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3097.T2.jp.snt
時	时	toki	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3097.T2.jp.snt
今	今	ima	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3097.T2.jp.snt
大	大	tai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3097.T2.jp.snt
変	变	hen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3097.T2.jp.snt
今	今	ima	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0704.T1.jp.snt
何	何	nani	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0704.T1.jp.snt
部	部	bu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0704.T1.jp.snt
活	活	katsu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0704.T1.jp.snt
入	入	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0704.T1.jp.snt
食	食	ta	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0457.T1.jp.snt
気	气	ki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0457.T1.jp.snt
犬	犬	inu	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2402.T1.jp.snt
小	小	shou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2011.T1.jp.snt
学	学	ga	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2011.T1.jp.snt
校	校	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2011.T1.jp.snt
時	时	toki	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2011.T1.jp.snt
仙	仙	toki	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2011.T1.jp.snt
台	台	sen	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2011.T1.jp.snt
住	住	sun	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2011.T1.jp.snt
朝	朝	asa	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1509.T2.jp.snt
焼	烧	ya	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1509.T2.jp.snt
幸	幸	shiawa	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1509.T2.jp.snt
一	一	i	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1804.T1.jp.snt
食	食	shoku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1804.T1.jp.snt
金	金	kin	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1804.T1.jp.snt
安	安	yasu	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1804.T1.jp.snt
私	私	watashi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
海	海	kai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
外	外	gai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
行	行	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
十	十	juu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
二	二	ni	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
月	月	gatsu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
初	初	haji	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
初	初	haji	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
海	海	kai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
外	外	gai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
旅	旅	ryo	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
行	行	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1206.T2.jp.snt
多	多	ta	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0051.T2.jp.snt
分	分	bun	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0051.T2.jp.snt
忙	忙	bun	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0051.T2.jp.snt
行	行	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0051.T2.jp.snt
行	行	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0051.T2.jp.snt
何	何	nan	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2449.T2.jp.snt
射	射	sha	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3613.T2.jp.snt
的	的	teki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3613.T2.jp.snt
泊	泊	teki	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1123.T1.jp.snt
丼	丼	teki	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1123.T1.jp.snt
飯	饭	meshi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3015.T1.jp.snt
味	味	aji	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3015.T1.jp.snt
付	付	tsu	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3015.T1.jp.snt
家	家	ie	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3015.T1.jp.snt
思	思	omo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3015.T1.jp.snt
結	结	ke	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1825.T1.jp.snt
構	构	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1825.T1.jp.snt
結	结	ke	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1825.T1.jp.snt
構	构	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1825.T1.jp.snt
早	早	wa	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2541.T2.jp.snt
稲	稻	wa	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2541.T2.jp.snt
田	田	se	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2541.T2.jp.snt
大	大	da	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2541.T2.jp.snt
学	学	da	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2541.T2.jp.snt
辺	边	hen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2541.T2.jp.snt
七	七	shichi	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3027.T1.jp.snt
面	面	men	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3027.T1.jp.snt
鳥	鸟	chou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3027.T1.jp.snt
私	私	watashi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2747.T1.jp.snt
良	良	yo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0471.T2.jp.snt
思	思	omo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0471.T2.jp.snt
言	言	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3139.T1.jp.snt
入	入	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3139.T1.jp.snt
全	全	zen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2125.T2.jp.snt
部	部	bu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2125.T2.jp.snt
返	返	kae	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2125.T2.jp.snt
気	气	ki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1376.T2.jp.snt
入	入	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1376.T2.jp.snt
地	地	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0843.T1.jp.snt
元	元	moto	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0843.T1.jp.snt
日	日	ni	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1132.T1.jp.snt
本	本	pon	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1132.T1.jp.snt
長	长	naga	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3587.T2.jp.snt
崎	崎	naga	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3587.T2.jp.snt
海	海	kai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0456.T1.jp.snt
外	外	gai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0456.T1.jp.snt
色	色	shoku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0456.T1.jp.snt
悪	恶	waru	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0456.T1.jp.snt
名	名	na	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2038.T1.jp.snt
前	前	mae	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2038.T1.jp.snt
付	付	tsu	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2038.T1.jp.snt
中	中	chuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1209.T1.jp.snt
学	学	gaku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1209.T1.jp.snt
生	生	sei	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_1209.T1.jp.snt
見	见	mi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2433.T2.jp.snt
買	买	ka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0274.T2.jp.snt
物	物	mono	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0274.T2.jp.snt
使	使	tsuka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0117.T2.jp.snt
結	结	ke	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0117.T2.jp.snt
局	局	kyoku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0117.T2.jp.snt
蒸	蒸	mu	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0117.T2.jp.snt
物	物	mono	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0117.T2.jp.snt
蒸	蒸	mu	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0117.T2.jp.snt
実	实	ji	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0254.T2.jp.snt
際	际	sai	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0254.T2.jp.snt
美	美	o	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0254.T2.jp.snt
味	味	i	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0254.T2.jp.snt
言	言	i	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0254.T2.jp.snt
買	买	ka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0254.T2.jp.snt
思	思	omo	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0254.T2.jp.snt
活	活	katsu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0348.T1.jp.snt
動	动	dou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0348.T1.jp.snt
歌	歌	ka	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0861.T1.jp.snt
手	手	shu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0861.T1.jp.snt
歌	歌	uta	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0861.T1.jp.snt
中	中	naka	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
野	野	no	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
結	结	ke	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
構	构	kou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
距	距	kou	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
離	离	kou	0	0	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
中	中	chuu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
央	央	ou	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
線	线	sen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
電	电	den	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
車	车	sha	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
乗	乘	no	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
目	目	moku	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
的	的	teki	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
茶	茶	cha	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
水	水	mizu	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3602.T1.jp.snt
全	全	zen	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2491.T2.jp.snt
部	部	bu	1	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_2491.T2.jp.snt
私	私	watashi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3401.T2.jp.snt
母	母	haha	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3401.T2.jp.snt
親	亲	oya	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_3401.T2.jp.snt
店	店	mise	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0269.T2.jp.snt
見	见	mi	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0269.T2.jp.snt
楽	乐	tano	0	1	../MSLT_Corpus/Data/MSLT_Test_JA_20170914/MSLT_Test_JP_0269.T2.jp.snt
