Kanji	Hanzi	Syllabe	ModeSyl	Mode2Syl	LieuSyl	Label	DansDict	FichierJap	Pinyin	ModePin	Mode2Pin	LieuPin	FichierCh
夏	夏	natsu	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0656.T2.jp.snt	xià	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0475.T2.ch.snt
聴	听	ki	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0138.T2.jp.snt	tīng	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0856.T2.ch.snt
生	生	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1641.T2.jp.snt	shēng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1103.T2.ch.snt
必	必	hitsu	fricative	_	palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1641.T2.jp.snt	bì	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0244.T2.ch.snt
要	要	you	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1641.T2.jp.snt	yào	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0202.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1641.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0958.T2.ch.snt
本	本	hon	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3002.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0545.T2.ch.snt
本	本	hon	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3002.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_1269.T2.ch.snt
個	个	ko	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3002.T2.jp.snt	gè	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_1028.T2.ch.snt
人	人	jin	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3002.T2.jp.snt	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0742.T2.ch.snt
的	的	teki	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3002.T2.jp.snt	de	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0400.T2.ch.snt
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3002.T2.jp.snt	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0854.T2.ch.snt
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0353.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0589.T2.ch.snt
創	创	sou	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1100.T2.jp.snt	chuàng	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0149.T2.ch.snt
作	作	saku	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1100.T2.jp.snt	zuò	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0660.T2.ch.snt
的	的	teki	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1100.T2.jp.snt	de	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0562.T2.ch.snt
変	变	hen	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2153.T2.jp.snt	biàn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0611.T2.ch.snt
時	时	toki	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0648.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0933.T2.ch.snt
続	续	tsuzu	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0648.T2.jp.snt	xù	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0073.T2.ch.snt
安	安	yasu	spirant	_	palatal	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1558.T2.jp.snt	ān	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0150.T2.ch.snt
教	教	oshi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2412.T2.jp.snt	jiào	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1137.T2.ch.snt
会	会	atsu	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2412.T2.jp.snt	huì	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0956.T2.ch.snt
七	七	shichi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2190.T2.jp.snt	qī	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0503.T2.ch.snt
百	百	hyaku	fricative	_	palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2190.T2.jp.snt	bǎi	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0286.T2.ch.snt
太	太	futo	fricative	sourde	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2190.T2.jp.snt	tài	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0493.T2.ch.snt
多	多	ta	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2270.T2.jp.snt	duō	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1032.T2.ch.snt
分	分	bun	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2270.T2.jp.snt	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0909.T2.ch.snt
三	三	san	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2270.T2.jp.snt	sān	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0515.T2.ch.snt
十	十	juu	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2270.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0909.T2.ch.snt
分	分	fun	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2270.T2.jp.snt	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0768.T2.ch.snt
一	一	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2270.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1171.T2.ch.snt
回	回	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2270.T2.jp.snt	huí	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_1271.T2.ch.snt
見	见	mi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2270.T2.jp.snt	jiàn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0856.T2.ch.snt
本	本	hon	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0383.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0515.T2.ch.snt
当	当	tou	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0383.T2.jp.snt	dāng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0490.T2.ch.snt
新	新	atara	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0383.T2.jp.snt	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0332.T2.ch.snt
水	水	sui	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0383.T2.jp.snt	shuǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1111.T2.ch.snt
素	素	so	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0383.T2.jp.snt	sù	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0408.T2.ch.snt
何	何	nani	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0383.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0244.T2.ch.snt
使	使	tsuka	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0383.T2.jp.snt	shǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0861.T2.ch.snt
知	知	shi	fricative	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0383.T2.jp.snt	zhī	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1207.T2.ch.snt
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0383.T2.jp.snt	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0328.T2.ch.snt
水	水	sui	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0383.T2.jp.snt	shuǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1111.T2.ch.snt
素	素	so	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0383.T2.jp.snt	sù	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0408.T2.ch.snt
有	有	yuu	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3040.T2.jp.snt	yǒu	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0157.T2.ch.snt
名	名	mei	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3040.T2.jp.snt	míng	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0950.T2.ch.snt
違	违	chiga	affriquee	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2542.T2.jp.snt	wéi	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0268.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2542.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0441.T2.ch.snt
普	普	fu	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2542.T2.jp.snt	pǔ	occlusive	aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0894.T2.ch.snt
通	通	tsuu	affriquee	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2542.T2.jp.snt	tōng	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0325.T2.ch.snt
世	世	se	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2542.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0899.T2.ch.snt
界	界	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2542.T2.jp.snt	jiè	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0064.T2.ch.snt
本	本	pon	occlusive	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0704.T2.jp.snt	běn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0351.T2.ch.snt
有	有	yuu	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0704.T2.jp.snt	yǒu	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1261.T2.ch.snt
名	名	mei	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0704.T2.jp.snt	míng	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0853.T2.ch.snt
五	五	go	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1034.T2.jp.snt	wǔ	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0006.T2.ch.snt
百	百	hyaku	fricative	_	palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1034.T2.jp.snt	bǎi	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0894.T2.ch.snt
円	圆	en	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1034.T2.jp.snt	yuán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0100.T2.ch.snt
恋	恋	ren	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2340.T2.jp.snt	liàn	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0804.T2.ch.snt
愛	爱	ai	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2340.T2.jp.snt	ài	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0033.T2.ch.snt
発	发	ha	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2340.T2.jp.snt	fā	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0858.T2.ch.snt
面	面	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2340.T2.jp.snt	miàn	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_1196.T2.ch.snt
白	白	shiro	fricative	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2340.T2.jp.snt	bái	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1067.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2340.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0946.T2.ch.snt
二	二	ni	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0785.T2.jp.snt	èr	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0732.T2.ch.snt
時	时	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0785.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0909.T2.ch.snt
間	间	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0785.T2.jp.snt	jiān	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1103.T2.ch.snt
以	以	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0785.T2.jp.snt	yǐ	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0800.T2.ch.snt
内	内	nai	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0785.T2.jp.snt	nèi	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0950.T2.ch.snt
久	久	hisa	fricative	_	palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0002.T2.jp.snt	jiǔ	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0339.T2.ch.snt
海	海	umi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2774.T2.jp.snt	hǎi	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0835.T2.ch.snt
海	海	umi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2774.T2.jp.snt	hǎi	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0327.T2.ch.snt
使	使	tsuka	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1612.T2.jp.snt	shǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0573.T2.ch.snt
人	人	nin	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1612.T2.jp.snt	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0596.T2.ch.snt
何	何	nan	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2337.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0644.T2.ch.snt
今	今	ima	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1745.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1278.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3637.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0361.T2.ch.snt
近	近	chika	affriquee	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3637.T2.jp.snt	jìn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0206.T2.ch.snt
寄	寄	yo	spirant	_	palatal	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3637.T2.jp.snt	jì	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1028.T2.ch.snt
難	难	gata	occlusive	sonore	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3637.T2.jp.snt	nán	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0749.T2.ch.snt
場	场	ba	occlusive	sonore	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3637.T2.jp.snt	chǎng	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1195.T2.ch.snt
合	合	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3637.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0091.T2.ch.snt
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2175.T2.jp.snt	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0545.T2.ch.snt
有	有	yuu	spirant	_	palatal	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0054.T2.jp.snt	yǒu	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0061.T2.ch.snt
名	名	mei	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0054.T2.jp.snt	míng	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0853.T2.ch.snt
金	金	kane	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1626.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1193.T2.ch.snt
持	持	mo	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1626.T2.jp.snt	chí	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0854.T2.ch.snt
話	话	hanashi	fricative	_	glottale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1626.T2.jp.snt	huà	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0325.T2.ch.snt
部	部	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1940.T2.jp.snt	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0063.T2.ch.snt
活	活	katsu	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1940.T2.jp.snt	huó	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0820.T2.ch.snt
何	何	nani	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1940.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0671.T2.ch.snt
三	三	san	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2875.T2.jp.snt	sān	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0061.T2.ch.snt
回	回	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2875.T2.jp.snt	huí	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0586.T2.ch.snt
目	目	me	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2875.T2.jp.snt	mù	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0941.T2.ch.snt
長	长	naga	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2717.T2.jp.snt	zhǎng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0668.T2.ch.snt
次	次	tsugi	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0582.T2.jp.snt	cì	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1056.T2.ch.snt
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1243.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1196.T2.ch.snt
事	事	koto	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1243.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0847.T2.ch.snt
家	家	ie	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0733.T2.ch.snt
録	录	roku	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	lù	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0766.T2.ch.snt
画	画	ga	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	huà	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0910.T2.ch.snt
一	一	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0146.T2.ch.snt
週	周	shuu	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	zhōu	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0063.T2.ch.snt
間	间	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	jiān	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0493.T2.ch.snt
一	一	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0824.T2.ch.snt
回	回	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	huí	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0465.T2.ch.snt
見	见	mi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	jiàn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0490.T2.ch.snt
映	映	ei	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	yìng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0566.T2.ch.snt
画	画	ga	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	huà	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0910.T2.ch.snt
館	馆	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	guǎn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0075.T2.ch.snt
年	年	nen	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	nián	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0470.T2.ch.snt
二	二	ni	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	èr	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0737.T2.ch.snt
三	三	san	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	sān	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0061.T2.ch.snt
回	回	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3986.T2.jp.snt	huí	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0856.T2.ch.snt
今	今	ima	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2946.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0334.T2.ch.snt
安	安	yasu	spirant	_	palatal	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2946.T2.jp.snt	ān	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0168.T2.ch.snt
